,Id,ActivityHour,TotalIntensity,AverageIntensity
16969,7007744171,4/21/2016 2:00:00 PM,18,0.3
16970,7007744171,4/21/2016 3:00:00 PM,15,0.25
16971,7007744171,4/21/2016 4:00:00 PM,27,0.45
16972,7007744171,4/21/2016 5:00:00 PM,18,0.3
16973,7007744171,4/21/2016 6:00:00 PM,13,0.216667
16974,7007744171,4/21/2016 7:00:00 PM,12,0.2
16975,7007744171,4/21/2016 8:00:00 PM,5,0.083333
16976,7007744171,4/21/2016 9:00:00 PM,5,0.083333
16985,7007744171,4/22/2016 6:00:00 AM,15,0.25
16986,7007744171,4/22/2016 7:00:00 AM,14,0.233333
16988,7007744171,4/22/2016 9:00:00 AM,47,0.783333
16989,7007744171,4/22/2016 10:00:00 AM,3,0.05
16990,7007744171,4/22/2016 11:00:00 AM,18,0.3
16991,7007744171,4/22/2016 12:00:00 PM,18,0.3
16992,7007744171,4/22/2016 1:00:00 PM,18,0.3
16993,7007744171,4/22/2016 2:00:00 PM,14,0.233333
16994,7007744171,4/22/2016 3:00:00 PM,10,0.166667
16995,7007744171,4/22/2016 4:00:00 PM,58,0.966667
16996,7007744171,4/22/2016 5:00:00 PM,61,1.016667
16997,7007744171,4/22/2016 6:00:00 PM,16,0.266667
16998,7007744171,4/22/2016 7:00:00 PM,87,1.45
16999,7007744171,4/22/2016 8:00:00 PM,21,0.35
17009,7007744171,4/23/2016 6:00:00 AM,23,0.383333
17010,7007744171,4/23/2016 7:00:00 AM,31,0.516667
17011,7007744171,4/23/2016 8:00:00 AM,52,0.866667
17012,7007744171,4/23/2016 9:00:00 AM,9,0.15
17013,7007744171,4/23/2016 10:00:00 AM,15,0.25
17014,7007744171,4/23/2016 11:00:00 AM,72,1.2
17015,7007744171,4/23/2016 12:00:00 PM,33,0.55
17016,7007744171,4/23/2016 1:00:00 PM,44,0.733333
17033,7007744171,4/24/2016 6:00:00 AM,19,0.316667
17034,7007744171,4/24/2016 7:00:00 AM,32,0.533333
17035,7007744171,4/24/2016 8:00:00 AM,33,0.55
17036,7007744171,4/24/2016 9:00:00 AM,50,0.833333
17037,7007744171,4/24/2016 10:00:00 AM,54,0.9
17038,7007744171,4/24/2016 11:00:00 AM,24,0.4
17039,7007744171,4/24/2016 12:00:00 PM,38,0.633333
17040,7007744171,4/24/2016 1:00:00 PM,54,0.9
17041,7007744171,4/24/2016 2:00:00 PM,46,0.766667
17042,7007744171,4/24/2016 3:00:00 PM,52,0.866667
17043,7007744171,4/24/2016 4:00:00 PM,17,0.283333
17057,7007744171,4/25/2016 6:00:00 AM,33,0.55
17058,7007744171,4/25/2016 7:00:00 AM,89,1.483333
17060,7007744171,4/25/2016 9:00:00 AM,76,1.266667
17061,7007744171,4/25/2016 10:00:00 AM,59,0.983333
17062,7007744171,4/25/2016 11:00:00 AM,13,0.216667
17063,7007744171,4/25/2016 12:00:00 PM,44,0.733333
17064,7007744171,4/25/2016 1:00:00 PM,38,0.633333
17065,7007744171,4/25/2016 2:00:00 PM,16,0.266667
17066,7007744171,4/25/2016 3:00:00 PM,15,0.25
17067,7007744171,4/25/2016 4:00:00 PM,5,0.083333
17068,7007744171,4/25/2016 5:00:00 PM,17,0.283333
17069,7007744171,4/25/2016 6:00:00 PM,29,0.483333
17070,7007744171,4/25/2016 7:00:00 PM,4,0.066667
17071,7007744171,4/25/2016 8:00:00 PM,28,0.466667
17081,7007744171,4/26/2016 6:00:00 AM,35,0.583333
17082,7007744171,4/26/2016 7:00:00 AM,25,0.416667
17083,7007744171,4/26/2016 8:00:00 AM,4,0.066667
17084,7007744171,4/26/2016 9:00:00 AM,36,0.6
17085,7007744171,4/26/2016 10:00:00 AM,60,1.0
17086,7007744171,4/26/2016 11:00:00 AM,43,0.716667
17087,7007744171,4/26/2016 12:00:00 PM,90,1.5
17088,7007744171,4/26/2016 1:00:00 PM,17,0.283333
17089,7007744171,4/26/2016 2:00:00 PM,10,0.166667
17090,7007744171,4/26/2016 3:00:00 PM,30,0.5
17091,7007744171,4/26/2016 4:00:00 PM,39,0.65
17092,7007744171,4/26/2016 5:00:00 PM,35,0.583333
17093,7007744171,4/26/2016 6:00:00 PM,26,0.433333
17094,7007744171,4/26/2016 7:00:00 PM,6,0.1
17095,7007744171,4/26/2016 8:00:00 PM,6,0.1
17096,7007744171,4/26/2016 9:00:00 PM,14,0.233333
17097,7007744171,4/26/2016 10:00:00 PM,38,0.633333
17098,7007744171,4/26/2016 11:00:00 PM,2,0.033333
17105,7007744171,4/27/2016 6:00:00 AM,35,0.583333
17106,7007744171,4/27/2016 7:00:00 AM,28,0.466667
17108,7007744171,4/27/2016 9:00:00 AM,58,0.966667
17109,7007744171,4/27/2016 10:00:00 AM,12,0.2
17110,7007744171,4/27/2016 11:00:00 AM,26,0.433333
17111,7007744171,4/27/2016 12:00:00 PM,26,0.433333
17112,7007744171,4/27/2016 1:00:00 PM,27,0.45
17113,7007744171,4/27/2016 2:00:00 PM,11,0.183333
17114,7007744171,4/27/2016 3:00:00 PM,44,0.733333
17115,7007744171,4/27/2016 4:00:00 PM,23,0.383333
17116,7007744171,4/27/2016 5:00:00 PM,42,0.7
17117,7007744171,4/27/2016 6:00:00 PM,13,0.216667
17118,7007744171,4/27/2016 7:00:00 PM,10,0.166667
17119,7007744171,4/27/2016 8:00:00 PM,6,0.1
17129,7007744171,4/28/2016 6:00:00 AM,27,0.45
17130,7007744171,4/28/2016 7:00:00 AM,28,0.466667
17131,7007744171,4/28/2016 8:00:00 AM,42,0.7
17132,7007744171,4/28/2016 9:00:00 AM,56,0.933333
17133,7007744171,4/28/2016 10:00:00 AM,87,1.45
17134,7007744171,4/28/2016 11:00:00 AM,61,1.016667
17135,7007744171,4/28/2016 12:00:00 PM,28,0.466667
17136,7007744171,4/28/2016 1:00:00 PM,36,0.6
17137,7007744171,4/28/2016 2:00:00 PM,15,0.25
17138,7007744171,4/28/2016 3:00:00 PM,10,0.166667
17139,7007744171,4/28/2016 4:00:00 PM,17,0.283333
17140,7007744171,4/28/2016 5:00:00 PM,9,0.15
17141,7007744171,4/28/2016 6:00:00 PM,17,0.283333
17142,7007744171,4/28/2016 7:00:00 PM,28,0.466667
17143,7007744171,4/28/2016 8:00:00 PM,18,0.3
17144,7007744171,4/28/2016 9:00:00 PM,2,0.033333
17153,7007744171,4/29/2016 6:00:00 AM,23,0.383333
17156,7007744171,4/29/2016 9:00:00 AM,32,0.533333
17157,7007744171,4/29/2016 10:00:00 AM,8,0.133333
17158,7007744171,4/29/2016 11:00:00 AM,15,0.25
17159,7007744171,4/29/2016 12:00:00 PM,33,0.55
17160,7007744171,4/29/2016 1:00:00 PM,10,0.166667
17161,7007744171,4/29/2016 2:00:00 PM,45,0.75
17162,7007744171,4/29/2016 3:00:00 PM,19,0.316667
17163,7007744171,4/29/2016 4:00:00 PM,22,0.366667
17164,7007744171,4/29/2016 5:00:00 PM,50,0.833333
17165,7007744171,4/29/2016 6:00:00 PM,35,0.583333
17166,7007744171,4/29/2016 7:00:00 PM,69,1.15
17167,7007744171,4/29/2016 8:00:00 PM,25,0.416667
17168,7007744171,4/29/2016 9:00:00 PM,26,0.433333
17178,7007744171,4/30/2016 7:00:00 AM,14,0.233333
17179,7007744171,4/30/2016 8:00:00 AM,30,0.5
17180,7007744171,4/30/2016 9:00:00 AM,35,0.583333
17181,7007744171,4/30/2016 10:00:00 AM,19,0.316667
17182,7007744171,4/30/2016 11:00:00 AM,17,0.283333
17183,7007744171,4/30/2016 12:00:00 PM,13,0.216667
17184,7007744171,4/30/2016 1:00:00 PM,17,0.283333
17185,7007744171,4/30/2016 2:00:00 PM,4,0.066667
17186,7007744171,4/30/2016 3:00:00 PM,2,0.033333
17187,7007744171,4/30/2016 4:00:00 PM,3,0.05
17188,7007744171,4/30/2016 5:00:00 PM,17,0.283333
17189,7007744171,4/30/2016 6:00:00 PM,6,0.1
17190,7007744171,4/30/2016 7:00:00 PM,6,0.1
17191,7007744171,4/30/2016 8:00:00 PM,7,0.116667
17192,7007744171,4/30/2016 9:00:00 PM,8,0.133333
17193,7007744171,4/30/2016 10:00:00 PM,2,0.033333
17202,7007744171,5/1/2016 7:00:00 AM,22,0.366667
17203,7007744171,5/1/2016 8:00:00 AM,20,0.333333
17204,7007744171,5/1/2016 9:00:00 AM,20,0.333333
17205,7007744171,5/1/2016 10:00:00 AM,11,0.183333
17206,7007744171,5/1/2016 11:00:00 AM,2,0.033333
17207,7007744171,5/1/2016 12:00:00 PM,12,0.2
17208,7007744171,5/1/2016 1:00:00 PM,50,0.833333
17209,7007744171,5/1/2016 2:00:00 PM,14,0.233333
17210,7007744171,5/1/2016 3:00:00 PM,19,0.316667
17211,7007744171,5/1/2016 4:00:00 PM,31,0.516667
17212,7007744171,5/1/2016 5:00:00 PM,13,0.216667
17213,7007744171,5/1/2016 6:00:00 PM,7,0.116667
17214,7007744171,5/1/2016 7:00:00 PM,16,0.266667
17225,7007744171,5/2/2016 6:00:00 AM,33,0.55
17226,7007744171,5/2/2016 7:00:00 AM,19,0.316667
17228,7007744171,5/2/2016 9:00:00 AM,80,1.333333
17229,7007744171,5/2/2016 10:00:00 AM,77,1.283333
17230,7007744171,5/2/2016 11:00:00 AM,23,0.383333
17231,7007744171,5/2/2016 12:00:00 PM,9,0.15
17232,7007744171,5/2/2016 1:00:00 PM,6,0.1
17233,7007744171,5/2/2016 2:00:00 PM,8,0.133333
17234,7007744171,5/2/2016 3:00:00 PM,9,0.15
17235,7007744171,5/2/2016 4:00:00 PM,11,0.183333
17236,7007744171,5/2/2016 5:00:00 PM,32,0.533333
17237,7007744171,5/2/2016 6:00:00 PM,6,0.1
17238,7007744171,5/2/2016 7:00:00 PM,9,0.15
17239,7007744171,5/2/2016 8:00:00 PM,1,0.016667
17240,7007744171,5/2/2016 9:00:00 PM,2,0.033333
17249,7007744171,5/3/2016 6:00:00 AM,32,0.533333
17252,7007744171,5/3/2016 9:00:00 AM,31,0.516667
17253,7007744171,5/3/2016 10:00:00 AM,12,0.2
17254,7007744171,5/3/2016 11:00:00 AM,34,0.566667
17255,7007744171,5/3/2016 12:00:00 PM,23,0.383333
17256,7007744171,5/3/2016 1:00:00 PM,65,1.083333
17257,7007744171,5/3/2016 2:00:00 PM,16,0.266667
17258,7007744171,5/3/2016 3:00:00 PM,21,0.35
17259,7007744171,5/3/2016 4:00:00 PM,22,0.366667
17260,7007744171,5/3/2016 5:00:00 PM,40,0.666667
17261,7007744171,5/3/2016 6:00:00 PM,10,0.166667
17262,7007744171,5/3/2016 7:00:00 PM,4,0.066667
17263,7007744171,5/3/2016 8:00:00 PM,33,0.55
17264,7007744171,5/3/2016 9:00:00 PM,8,0.133333
17297,7007744171,5/5/2016 6:00:00 AM,32,0.533333
17298,7007744171,5/5/2016 7:00:00 AM,92,1.533333
17300,7007744171,5/5/2016 9:00:00 AM,85,1.416667
17301,7007744171,5/5/2016 10:00:00 AM,47,0.783333
17302,7007744171,5/5/2016 11:00:00 AM,8,0.133333
17303,7007744171,5/5/2016 12:00:00 PM,11,0.183333
17304,7007744171,5/5/2016 1:00:00 PM,14,0.233333
17305,7007744171,5/5/2016 2:00:00 PM,24,0.4
17306,7007744171,5/5/2016 3:00:00 PM,32,0.533333
17307,7007744171,5/5/2016 4:00:00 PM,23,0.383333
17308,7007744171,5/5/2016 5:00:00 PM,15,0.25
17309,7007744171,5/5/2016 6:00:00 PM,18,0.3
17310,7007744171,5/5/2016 7:00:00 PM,7,0.116667
17320,7007744171,5/6/2016 5:00:00 AM,1,0.016667
17322,7007744171,5/6/2016 7:00:00 AM,42,0.7
17323,7007744171,5/6/2016 8:00:00 AM,34,0.566667
17324,7007744171,5/6/2016 9:00:00 AM,30,0.5
17325,7007744171,5/6/2016 10:00:00 AM,5,0.083333
17326,7007744171,5/6/2016 11:00:00 AM,18,0.3
17327,7007744171,5/6/2016 12:00:00 PM,14,0.233333
17328,7007744171,5/6/2016 1:00:00 PM,16,0.266667
17329,7007744171,5/6/2016 2:00:00 PM,3,0.05
17330,7007744171,5/6/2016 3:00:00 PM,23,0.383333
17331,7007744171,5/6/2016 4:00:00 PM,7,0.116667
17332,7007744171,5/6/2016 5:00:00 PM,9,0.15
17333,7007744171,5/6/2016 6:00:00 PM,17,0.283333
17334,7007744171,5/6/2016 7:00:00 PM,16,0.266667
17335,7007744171,5/6/2016 8:00:00 PM,10,0.166667
17347,7086361926,4/12/2016 7:00:00 AM,14,0.233333
17349,7086361926,4/12/2016 9:00:00 AM,11,0.183333
17350,7086361926,4/12/2016 10:00:00 AM,1,0.016667
17351,7086361926,4/12/2016 11:00:00 AM,4,0.066667
17352,7086361926,4/12/2016 12:00:00 PM,6,0.1
17353,7086361926,4/12/2016 1:00:00 PM,23,0.383333
17355,7086361926,4/12/2016 3:00:00 PM,5,0.083333
17356,7086361926,4/12/2016 4:00:00 PM,22,0.366667
17358,7086361926,4/12/2016 6:00:00 PM,51,0.85
17359,7086361926,4/12/2016 7:00:00 PM,18,0.3
17360,7086361926,4/12/2016 8:00:00 PM,19,0.316667
17362,7086361926,4/12/2016 10:00:00 PM,8,0.133333
17363,7086361926,4/12/2016 11:00:00 PM,2,0.033333
17370,7086361926,4/13/2016 6:00:00 AM,2,0.033333
17371,7086361926,4/13/2016 7:00:00 AM,20,0.333333
17372,7086361926,4/13/2016 8:00:00 AM,6,0.1
17374,7086361926,4/13/2016 10:00:00 AM,5,0.083333
17375,7086361926,4/13/2016 11:00:00 AM,2,0.033333
17376,7086361926,4/13/2016 12:00:00 PM,1,0.016667
17377,7086361926,4/13/2016 1:00:00 PM,25,0.416667
17379,7086361926,4/13/2016 3:00:00 PM,2,0.033333
17380,7086361926,4/13/2016 4:00:00 PM,19,0.316667
17382,7086361926,4/13/2016 6:00:00 PM,58,0.966667
17383,7086361926,4/13/2016 7:00:00 PM,15,0.25
17384,7086361926,4/13/2016 8:00:00 PM,13,0.216667
17385,7086361926,4/13/2016 9:00:00 PM,1,0.016667
17386,7086361926,4/13/2016 10:00:00 PM,7,0.116667
17389,7086361926,4/14/2016 1:00:00 AM,1,0.016667
17395,7086361926,4/14/2016 7:00:00 AM,15,0.25
17396,7086361926,4/14/2016 8:00:00 AM,21,0.35
17397,7086361926,4/14/2016 9:00:00 AM,10,0.166667
17398,7086361926,4/14/2016 10:00:00 AM,6,0.1
17399,7086361926,4/14/2016 11:00:00 AM,11,0.183333
17400,7086361926,4/14/2016 12:00:00 PM,5,0.083333
17401,7086361926,4/14/2016 1:00:00 PM,19,0.316667
17402,7086361926,4/14/2016 2:00:00 PM,1,0.016667
17403,7086361926,4/14/2016 3:00:00 PM,7,0.116667
17404,7086361926,4/14/2016 4:00:00 PM,18,0.3
17406,7086361926,4/14/2016 6:00:00 PM,85,1.416667
17407,7086361926,4/14/2016 7:00:00 PM,15,0.25
17408,7086361926,4/14/2016 8:00:00 PM,10,0.166667
17409,7086361926,4/14/2016 9:00:00 PM,5,0.083333
17410,7086361926,4/14/2016 10:00:00 PM,4,0.066667
17411,7086361926,4/14/2016 11:00:00 PM,31,0.516667
17412,7086361926,4/15/2016 12:00:00 AM,24,0.4
17419,7086361926,4/15/2016 7:00:00 AM,27,0.45
17420,7086361926,4/15/2016 8:00:00 AM,12,0.2
17421,7086361926,4/15/2016 9:00:00 AM,7,0.116667
17423,7086361926,4/15/2016 11:00:00 AM,2,0.033333
17424,7086361926,4/15/2016 12:00:00 PM,11,0.183333
17425,7086361926,4/15/2016 1:00:00 PM,90,1.5
17426,7086361926,4/15/2016 2:00:00 PM,9,0.15
17427,7086361926,4/15/2016 3:00:00 PM,3,0.05
17428,7086361926,4/15/2016 4:00:00 PM,14,0.233333
17429,7086361926,4/15/2016 5:00:00 PM,4,0.066667
17430,7086361926,4/15/2016 6:00:00 PM,13,0.216667
17431,7086361926,4/15/2016 7:00:00 PM,51,0.85
17432,7086361926,4/15/2016 8:00:00 PM,1,0.016667
17434,7086361926,4/15/2016 10:00:00 PM,3,0.05
17436,7086361926,4/16/2016 12:00:00 AM,3,0.05
17491,7086361926,4/18/2016 7:00:00 AM,20,0.333333
17492,7086361926,4/18/2016 8:00:00 AM,16,0.266667
17493,7086361926,4/18/2016 9:00:00 AM,2,0.033333
17494,7086361926,4/18/2016 10:00:00 AM,4,0.066667
17498,7086361926,4/18/2016 2:00:00 PM,6,0.1
17500,7086361926,4/18/2016 4:00:00 PM,20,0.333333
17502,7086361926,4/18/2016 6:00:00 PM,79,1.316667
17503,7086361926,4/18/2016 7:00:00 PM,3,0.05
17505,7086361926,4/18/2016 9:00:00 PM,3,0.05
17506,7086361926,4/18/2016 10:00:00 PM,1,0.016667
17508,7086361926,4/19/2016 12:00:00 AM,1,0.016667
17515,7086361926,4/19/2016 7:00:00 AM,14,0.233333
17516,7086361926,4/19/2016 8:00:00 AM,4,0.066667
17518,7086361926,4/19/2016 10:00:00 AM,5,0.083333
17519,7086361926,4/19/2016 11:00:00 AM,2,0.033333
17520,7086361926,4/19/2016 12:00:00 PM,6,0.1
17523,7086361926,4/19/2016 3:00:00 PM,2,0.033333
17524,7086361926,4/19/2016 4:00:00 PM,19,0.316667
17526,7086361926,4/19/2016 6:00:00 PM,89,1.483333
17527,7086361926,4/19/2016 7:00:00 PM,83,1.383333
17528,7086361926,4/19/2016 8:00:00 PM,1,0.016667
17529,7086361926,4/19/2016 9:00:00 PM,3,0.05
17530,7086361926,4/19/2016 10:00:00 PM,3,0.05
17531,7086361926,4/19/2016 11:00:00 PM,1,0.016667
17538,7086361926,4/20/2016 6:00:00 AM,1,0.016667
17539,7086361926,4/20/2016 7:00:00 AM,16,0.266667
17540,7086361926,4/20/2016 8:00:00 AM,4,0.066667
17541,7086361926,4/20/2016 9:00:00 AM,7,0.116667
17542,7086361926,4/20/2016 10:00:00 AM,5,0.083333
17543,7086361926,4/20/2016 11:00:00 AM,2,0.033333
17544,7086361926,4/20/2016 12:00:00 PM,6,0.1
17546,7086361926,4/20/2016 2:00:00 PM,3,0.05
17547,7086361926,4/20/2016 3:00:00 PM,5,0.083333
17548,7086361926,4/20/2016 4:00:00 PM,22,0.366667
17550,7086361926,4/20/2016 6:00:00 PM,40,0.666667
17551,7086361926,4/20/2016 7:00:00 PM,15,0.25
17552,7086361926,4/20/2016 8:00:00 PM,14,0.233333
17553,7086361926,4/20/2016 9:00:00 PM,5,0.083333
17554,7086361926,4/20/2016 10:00:00 PM,4,0.066667
17555,7086361926,4/20/2016 11:00:00 PM,2,0.033333
17556,7086361926,4/21/2016 12:00:00 AM,5,0.083333
17557,7086361926,4/21/2016 1:00:00 AM,1,0.016667
17562,7086361926,4/21/2016 6:00:00 AM,4,0.066667
17563,7086361926,4/21/2016 7:00:00 AM,15,0.25
17564,7086361926,4/21/2016 8:00:00 AM,2,0.033333
17565,7086361926,4/21/2016 9:00:00 AM,1,0.016667
17566,7086361926,4/21/2016 10:00:00 AM,4,0.066667
17567,7086361926,4/21/2016 11:00:00 AM,4,0.066667
17568,7086361926,4/21/2016 12:00:00 PM,3,0.05
17569,7086361926,4/21/2016 1:00:00 PM,27,0.45
17570,7086361926,4/21/2016 2:00:00 PM,73,1.216667
17571,7086361926,4/21/2016 3:00:00 PM,2,0.033333
17572,7086361926,4/21/2016 4:00:00 PM,20,0.333333
17573,7086361926,4/21/2016 5:00:00 PM,19,0.316667
17574,7086361926,4/21/2016 6:00:00 PM,8,0.133333
17575,7086361926,4/21/2016 7:00:00 PM,1,0.016667
17576,7086361926,4/21/2016 8:00:00 PM,20,0.333333
17577,7086361926,4/21/2016 9:00:00 PM,26,0.433333
17578,7086361926,4/21/2016 10:00:00 PM,27,0.45
17579,7086361926,4/21/2016 11:00:00 PM,13,0.216667
17586,7086361926,4/22/2016 6:00:00 AM,1,0.016667
17587,7086361926,4/22/2016 7:00:00 AM,34,0.566667
17588,7086361926,4/22/2016 8:00:00 AM,14,0.233333
17590,7086361926,4/22/2016 10:00:00 AM,17,0.283333
17591,7086361926,4/22/2016 11:00:00 AM,16,0.266667
17592,7086361926,4/22/2016 12:00:00 PM,11,0.183333
17593,7086361926,4/22/2016 1:00:00 PM,4,0.066667
17594,7086361926,4/22/2016 2:00:00 PM,4,0.066667
17595,7086361926,4/22/2016 3:00:00 PM,11,0.183333
17596,7086361926,4/22/2016 4:00:00 PM,22,0.366667
17598,7086361926,4/22/2016 6:00:00 PM,92,1.533333
17599,7086361926,4/22/2016 7:00:00 PM,61,1.016667
17600,7086361926,4/22/2016 8:00:00 PM,3,0.05
17601,7086361926,4/22/2016 9:00:00 PM,17,0.283333
17616,7086361926,4/23/2016 12:00:00 PM,1,0.016667
17617,7086361926,4/23/2016 1:00:00 PM,11,0.183333
17618,7086361926,4/23/2016 2:00:00 PM,29,0.483333
17619,7086361926,4/23/2016 3:00:00 PM,18,0.3
17620,7086361926,4/23/2016 4:00:00 PM,10,0.166667
17621,7086361926,4/23/2016 5:00:00 PM,1,0.016667
17623,7086361926,4/23/2016 7:00:00 PM,2,0.033333
17624,7086361926,4/23/2016 8:00:00 PM,2,0.033333
17625,7086361926,4/23/2016 9:00:00 PM,5,0.083333
17626,7086361926,4/23/2016 10:00:00 PM,8,0.133333
17627,7086361926,4/23/2016 11:00:00 PM,3,0.05
17628,7086361926,4/24/2016 12:00:00 AM,1,0.016667
17640,7086361926,4/24/2016 12:00:00 PM,7,0.116667
17642,7086361926,4/24/2016 2:00:00 PM,25,0.416667
17643,7086361926,4/24/2016 3:00:00 PM,27,0.45
17644,7086361926,4/24/2016 4:00:00 PM,7,0.116667
17646,7086361926,4/24/2016 6:00:00 PM,21,0.35
17647,7086361926,4/24/2016 7:00:00 PM,23,0.383333
17648,7086361926,4/24/2016 8:00:00 PM,1,0.016667
17649,7086361926,4/24/2016 9:00:00 PM,4,0.066667
17650,7086361926,4/24/2016 10:00:00 PM,9,0.15
17659,7086361926,4/25/2016 7:00:00 AM,27,0.45
17661,7086361926,4/25/2016 9:00:00 AM,1,0.016667
17662,7086361926,4/25/2016 10:00:00 AM,4,0.066667
17663,7086361926,4/25/2016 11:00:00 AM,6,0.1
17664,7086361926,4/25/2016 12:00:00 PM,3,0.05
17667,7086361926,4/25/2016 3:00:00 PM,3,0.05
17668,7086361926,4/25/2016 4:00:00 PM,22,0.366667
17670,7086361926,4/25/2016 6:00:00 PM,89,1.483333
17671,7086361926,4/25/2016 7:00:00 PM,11,0.183333
17672,7086361926,4/25/2016 8:00:00 PM,13,0.216667
17673,7086361926,4/25/2016 9:00:00 PM,1,0.016667
17674,7086361926,4/25/2016 10:00:00 PM,3,0.05
17677,7086361926,4/26/2016 1:00:00 AM,1,0.016667
17678,7086361926,4/26/2016 2:00:00 AM,1,0.016667
17682,7086361926,4/26/2016 6:00:00 AM,1,0.016667
17683,7086361926,4/26/2016 7:00:00 AM,18,0.3
17684,7086361926,4/26/2016 8:00:00 AM,4,0.066667
17686,7086361926,4/26/2016 10:00:00 AM,6,0.1
17687,7086361926,4/26/2016 11:00:00 AM,6,0.1
17688,7086361926,4/26/2016 12:00:00 PM,22,0.366667
17689,7086361926,4/26/2016 1:00:00 PM,76,1.266667
17690,7086361926,4/26/2016 2:00:00 PM,39,0.65
17691,7086361926,4/26/2016 3:00:00 PM,7,0.116667
17692,7086361926,4/26/2016 4:00:00 PM,30,0.5
17694,7086361926,4/26/2016 6:00:00 PM,75,1.25
17695,7086361926,4/26/2016 7:00:00 PM,8,0.133333
17696,7086361926,4/26/2016 8:00:00 PM,1,0.016667
17698,7086361926,4/26/2016 10:00:00 PM,1,0.016667
17701,7086361926,4/27/2016 1:00:00 AM,1,0.016667
17707,7086361926,4/27/2016 7:00:00 AM,15,0.25
17708,7086361926,4/27/2016 8:00:00 AM,3,0.05
17709,7086361926,4/27/2016 9:00:00 AM,6,0.1
17711,7086361926,4/27/2016 11:00:00 AM,4,0.066667
17712,7086361926,4/27/2016 12:00:00 PM,4,0.066667
17713,7086361926,4/27/2016 1:00:00 PM,11,0.183333
17714,7086361926,4/27/2016 2:00:00 PM,21,0.35
17715,7086361926,4/27/2016 3:00:00 PM,2,0.033333
17716,7086361926,4/27/2016 4:00:00 PM,21,0.35
17718,7086361926,4/27/2016 6:00:00 PM,40,0.666667
17719,7086361926,4/27/2016 7:00:00 PM,2,0.033333
17720,7086361926,4/27/2016 8:00:00 PM,18,0.3
17721,7086361926,4/27/2016 9:00:00 PM,16,0.266667
17722,7086361926,4/27/2016 10:00:00 PM,10,0.166667
17723,7086361926,4/27/2016 11:00:00 PM,5,0.083333
17724,7086361926,4/28/2016 12:00:00 AM,14,0.233333
17730,7086361926,4/28/2016 6:00:00 AM,2,0.033333
17731,7086361926,4/28/2016 7:00:00 AM,17,0.283333
17732,7086361926,4/28/2016 8:00:00 AM,9,0.15
17733,7086361926,4/28/2016 9:00:00 AM,2,0.033333
17734,7086361926,4/28/2016 10:00:00 AM,6,0.1
17736,7086361926,4/28/2016 12:00:00 PM,7,0.116667
17737,7086361926,4/28/2016 1:00:00 PM,92,1.533333
17738,7086361926,4/28/2016 2:00:00 PM,21,0.35
17739,7086361926,4/28/2016 3:00:00 PM,5,0.083333
17740,7086361926,4/28/2016 4:00:00 PM,18,0.3
17742,7086361926,4/28/2016 6:00:00 PM,64,1.066667
17743,7086361926,4/28/2016 7:00:00 PM,1,0.016667
17744,7086361926,4/28/2016 8:00:00 PM,5,0.083333
17745,7086361926,4/28/2016 9:00:00 PM,12,0.2
17746,7086361926,4/28/2016 10:00:00 PM,10,0.166667
17755,7086361926,4/29/2016 7:00:00 AM,23,0.383333
17756,7086361926,4/29/2016 8:00:00 AM,8,0.133333
17757,7086361926,4/29/2016 9:00:00 AM,10,0.166667
17759,7086361926,4/29/2016 11:00:00 AM,5,0.083333
17760,7086361926,4/29/2016 12:00:00 PM,7,0.116667
17761,7086361926,4/29/2016 1:00:00 PM,34,0.566667
17763,7086361926,4/29/2016 3:00:00 PM,7,0.116667
17764,7086361926,4/29/2016 4:00:00 PM,23,0.383333
17766,7086361926,4/29/2016 6:00:00 PM,38,0.633333
17767,7086361926,4/29/2016 7:00:00 PM,10,0.166667
17768,7086361926,4/29/2016 8:00:00 PM,7,0.116667
17769,7086361926,4/29/2016 9:00:00 PM,11,0.183333
17770,7086361926,4/29/2016 10:00:00 PM,13,0.216667
17771,7086361926,4/29/2016 11:00:00 PM,1,0.016667
17772,7086361926,4/30/2016 12:00:00 AM,5,0.083333
17773,7086361926,4/30/2016 1:00:00 AM,17,0.283333
17782,7086361926,4/30/2016 10:00:00 AM,18,0.3
17783,7086361926,4/30/2016 11:00:00 AM,17,0.283333
17784,7086361926,4/30/2016 12:00:00 PM,69,1.15
17785,7086361926,4/30/2016 1:00:00 PM,19,0.316667
17786,7086361926,4/30/2016 2:00:00 PM,32,0.533333
17787,7086361926,4/30/2016 3:00:00 PM,71,1.183333
17788,7086361926,4/30/2016 4:00:00 PM,23,0.383333
17789,7086361926,4/30/2016 5:00:00 PM,18,0.3
17790,7086361926,4/30/2016 6:00:00 PM,17,0.283333
17791,7086361926,4/30/2016 7:00:00 PM,25,0.416667
17792,7086361926,4/30/2016 8:00:00 PM,33,0.55
17793,7086361926,4/30/2016 9:00:00 PM,30,0.5
17794,7086361926,4/30/2016 10:00:00 PM,20,0.333333
17795,7086361926,4/30/2016 11:00:00 PM,54,0.9
17796,7086361926,5/1/2016 12:00:00 AM,5,0.083333
17798,7086361926,5/1/2016 2:00:00 AM,1,0.016667
17803,7086361926,5/1/2016 7:00:00 AM,15,0.25
17804,7086361926,5/1/2016 8:00:00 AM,75,1.25
17805,7086361926,5/1/2016 9:00:00 AM,14,0.233333
17806,7086361926,5/1/2016 10:00:00 AM,73,1.216667
17807,7086361926,5/1/2016 11:00:00 AM,5,0.083333
